user_id,sum(streak_frozen),max(streak_length)
276227,NULL,1
276294,NULL,0
276364,NULL,0
276531,NULL,0
276788,NULL,0
276998,NULL,1
277026,NULL,0
277066,NULL,3
277084,NULL,3
277322,NULL,4
277353,NULL,3
277410,NULL,2
277489,NULL,0
277499,NULL,0
277524,NULL,0
277609,NULL,0
277679,NULL,0
277724,NULL,0
277766,NULL,1
277812,NULL,0
277834,NULL,1
277845,NULL,0
277861,NULL,0
277864,NULL,3
277866,NULL,4
277886,NULL,0
277972,NULL,1
278055,NULL,1
278080,NULL,0
278091,NULL,0
278108,NULL,0
278203,NULL,0
278226,NULL,0
278280,NULL,0
278283,NULL,3
278421,NULL,0
278455,NULL,0
278459,NULL,30
278461,NULL,1
278496,NULL,2
278611,NULL,0
278647,NULL,1
278701,NULL,2
278716,NULL,1
278753,NULL,10
278758,NULL,1
278764,NULL,1
278789,NULL,0
278851,NULL,10
278881,NULL,2
278890,NULL,3
278906,NULL,0
278940,NULL,0
278972,NULL,0
278978,NULL,0
279062,NULL,0
279126,NULL,0
279178,NULL,0
279200,NULL,0
279217,NULL,6
279228,NULL,0
279264,NULL,2
279352,NULL,0
279402,NULL,4
279409,NULL,0
279413,NULL,0
279464,NULL,0
279487,NULL,1
279488,NULL,0
279513,NULL,1
279562,NULL,12
279595,NULL,0
279735,NULL,1
279778,NULL,0
280000,NULL,0
280019,NULL,0
280067,NULL,1
280134,NULL,3
280148,NULL,12
280231,NULL,1
280233,NULL,0
280249,NULL,0
280345,NULL,7
280372,NULL,0
280545,NULL,0
280548,NULL,1
280613,NULL,12
280662,NULL,0
280757,NULL,0
280797,NULL,0
280853,NULL,30
280895,NULL,0
280908,NULL,0
280913,NULL,1
280953,NULL,0
281022,NULL,3
281034,NULL,0
281216,NULL,0
281315,NULL,0
281339,NULL,0
281460,NULL,0
281477,NULL,0
281522,NULL,3
281531,NULL,3
281551,NULL,0
281576,NULL,0
281608,NULL,1
281671,NULL,0
281695,NULL,0
281733,NULL,0
281742,NULL,1
281796,NULL,0
281832,NULL,0
281885,NULL,0
282010,NULL,0
282015,NULL,0
282032,NULL,1
282036,NULL,3
282102,NULL,0
282121,NULL,3
282136,NULL,0
282159,NULL,0
282161,NULL,0
282174,NULL,2
282221,NULL,0
282283,NULL,2
282286,NULL,0
282288,NULL,1
282291,NULL,0
282304,NULL,3
282330,NULL,0
282371,NULL,0
282373,NULL,0
282408,NULL,2
282491,NULL,0
282507,NULL,5
282529,NULL,1
282542,NULL,1
282553,NULL,0
282560,NULL,1
282573,NULL,3
282575,NULL,0
282591,NULL,6
282601,NULL,3
282604,NULL,10
282626,NULL,0
282643,NULL,0
282668,NULL,0
282679,NULL,0
282687,NULL,0
282726,NULL,0
282739,NULL,27
282741,NULL,0
282751,NULL,1
282776,NULL,0
282783,NULL,0
282818,NULL,0
282829,NULL,0
282839,NULL,2
282854,NULL,0
282910,NULL,0
282935,NULL,1
282936,NULL,1
282937,NULL,0
282977,NULL,6
282986,NULL,2
282998,NULL,0
282999,NULL,0
283005,NULL,1
283059,NULL,0
283073,NULL,0
283080,NULL,0
283115,NULL,0
283123,NULL,0
283130,NULL,0
283154,NULL,1
283206,NULL,1
283300,NULL,0
283452,NULL,0
283509,NULL,0
283576,NULL,0
283612,NULL,1
283636,NULL,7
283660,NULL,0
283691,NULL,2
283720,NULL,0
283745,NULL,0
283754,NULL,0
283807,NULL,0
283824,NULL,5
283839,NULL,0
283840,NULL,0
283861,NULL,0
283887,NULL,0
283939,NULL,0
284015,NULL,0
284141,NULL,0
284147,NULL,1
284180,NULL,0
284211,NULL,0
284241,NULL,0
284266,NULL,2
284379,NULL,0
284438,NULL,5
284452,NULL,0
284482,NULL,30
284513,NULL,0
284530,NULL,0
284531,NULL,0
284626,NULL,0
284633,NULL,1
284779,NULL,0
284837,NULL,1
284856,NULL,4
284858,NULL,0
284861,NULL,0
285006,NULL,0
285016,NULL,2
285049,NULL,0
285104,NULL,0
285140,NULL,0
285276,NULL,1
285283,NULL,7
285293,NULL,0
285322,NULL,3
285352,NULL,28
285397,NULL,2
285504,NULL,1
285524,NULL,0
285739,NULL,0
285749,NULL,3
285776,NULL,1
285790,NULL,0
285804,NULL,0
285809,NULL,0
285813,NULL,0
285887,NULL,0
285917,NULL,0
286073,NULL,5
286190,NULL,4
286273,NULL,1
286440,NULL,0
286456,NULL,0
286692,NULL,0
286739,NULL,0
286753,NULL,0
286799,NULL,0
286802,NULL,5
286826,NULL,11
286834,NULL,2
286852,NULL,1
286884,NULL,2
287020,NULL,0
287155,NULL,0
287158,NULL,3
287203,NULL,0
287238,NULL,1
287430,NULL,0
287434,NULL,0
287436,NULL,0
287453,NULL,0
287548,NULL,1
287562,NULL,0
287565,NULL,1
287604,NULL,0
287632,NULL,0
287737,NULL,2
287868,NULL,0
287916,NULL,4
288021,NULL,1
288070,NULL,0
288071,NULL,1
288088,NULL,0
288206,NULL,2
288208,NULL,6
288210,NULL,5
288212,NULL,0
288214,NULL,1
288218,NULL,1
288220,NULL,0
288224,NULL,0
288232,NULL,4
288239,NULL,0
288245,NULL,1
288284,NULL,2
288293,NULL,1
288325,NULL,0
288367,NULL,0
288430,NULL,1
288435,NULL,1
288442,NULL,0
288533,NULL,0
288558,NULL,0
288584,NULL,5
288621,NULL,0
288691,NULL,3
288719,NULL,1
288741,NULL,0
288754,NULL,0
288809,NULL,0
288834,NULL,1
288870,NULL,0
288884,NULL,0
288909,NULL,4
289048,NULL,1
289049,NULL,0
289066,NULL,1
289111,NULL,0
289132,NULL,0
289232,NULL,4
289260,NULL,1
289297,NULL,0
289370,NULL,3
289379,NULL,0
289535,NULL,0
289538,NULL,1
289580,NULL,1
289609,NULL,2
289723,NULL,0
289769,NULL,0
289805,NULL,0
289814,NULL,18
289869,NULL,0
289919,NULL,1
289977,NULL,0
290015,NULL,0
290148,NULL,0
290231,NULL,1
290242,NULL,2
290282,NULL,0
290283,NULL,1
290303,NULL,5
290353,NULL,5
290383,NULL,1
290458,NULL,0
290502,NULL,0
290504,NULL,0
290554,NULL,0
290619,NULL,0
290660,NULL,0
290695,NULL,0
290703,NULL,0
290719,NULL,1
290737,NULL,5
290746,NULL,6
290819,NULL,0
290843,NULL,0
290871,NULL,0
290914,NULL,1
290915,NULL,0
290920,NULL,0
290923,NULL,0
290945,NULL,0
290984,NULL,0
290991,NULL,0
291011,NULL,0
291015,NULL,30
291024,NULL,0
291041,NULL,0
291116,NULL,2
291166,NULL,0
291169,NULL,1
291177,NULL,1
291183,NULL,4
291239,NULL,0
291264,NULL,5
291382,NULL,0
291400,NULL,0
291401,NULL,1
291402,NULL,3
291425,NULL,0
291445,NULL,0
291462,NULL,4
291487,NULL,8
291528,NULL,2
291552,NULL,0
291561,NULL,1
291565,NULL,1
291566,NULL,1
291577,NULL,1
291586,NULL,4
291598,NULL,0
291606,NULL,2
291624,NULL,0
291625,NULL,1
291627,NULL,0
291628,NULL,0
291632,NULL,0
291637,NULL,0
291638,NULL,0
291648,NULL,1
291649,NULL,1
291651,NULL,0
291652,NULL,1
291653,NULL,2
291654,NULL,1
291655,NULL,0
291658,NULL,1
291660,NULL,0
291662,NULL,0
291663,NULL,0
291668,NULL,0
291670,NULL,0
291671,NULL,1
291675,NULL,0
291682,NULL,0
291686,NULL,2
291689,NULL,0
291691,NULL,3
291698,NULL,0
291699,NULL,0
291701,NULL,2
291723,NULL,0
291730,NULL,0
291744,NULL,2
291769,NULL,30
291779,NULL,0
291789,NULL,15
291804,NULL,0
291824,NULL,0
291831,NULL,1
291836,NULL,0
291844,NULL,0
291854,NULL,0
291855,NULL,0
291860,NULL,0
291873,NULL,0
291875,NULL,1
291878,NULL,1
291881,NULL,1
291887,NULL,0
291889,NULL,0
291905,NULL,0
291910,NULL,0
291914,NULL,0
291946,NULL,0
291975,NULL,17
291979,NULL,2
291981,NULL,0
291990,NULL,4
292001,NULL,0
292006,NULL,2
292022,NULL,0
292048,NULL,2
292075,NULL,0
292077,NULL,0
292106,NULL,1
292113,NULL,0
292114,NULL,1
292121,NULL,1
292129,NULL,0
292181,NULL,0
292191,NULL,1
292328,NULL,0
292350,NULL,8
292355,NULL,2
292385,NULL,0
292402,NULL,1
292403,NULL,1
292407,NULL,1
292413,NULL,0
292420,NULL,0
292436,NULL,1
292475,NULL,1
292484,NULL,1
292491,NULL,6
292496,NULL,18
292499,NULL,0
292502,NULL,0
292510,NULL,0
292538,NULL,4
292564,NULL,4
292574,NULL,2
292595,NULL,1
292604,NULL,0
292619,NULL,2
292623,NULL,0
292625,NULL,1
292629,NULL,0
292640,NULL,2
292641,NULL,4
292643,NULL,2
292648,NULL,1
292650,NULL,4
292657,NULL,3
292689,NULL,0
292691,NULL,0
292720,NULL,1
292811,NULL,0
292815,NULL,2
292818,NULL,0
292819,NULL,3
292901,NULL,0
292926,NULL,0
292934,NULL,0
292939,NULL,0
293005,NULL,2
293083,NULL,10
293126,NULL,0
293132,NULL,0
293186,NULL,0
293214,NULL,1
293216,NULL,0
293272,NULL,2
293300,NULL,0
293303,NULL,6
293345,NULL,0
293356,NULL,0
293375,NULL,0
293379,NULL,0
293386,NULL,0
293397,NULL,0
293403,NULL,0
293504,NULL,0
293510,NULL,2
293539,NULL,1
293541,NULL,1
293542,NULL,2
293557,NULL,0
293592,NULL,11
293600,NULL,4
293627,NULL,1
293639,NULL,0
293673,NULL,0
293682,NULL,5
293805,NULL,0
293829,NULL,0
293843,NULL,19
293858,NULL,4
293859,NULL,0
293880,NULL,4
293894,NULL,0
293898,NULL,0
293905,NULL,0
293936,NULL,9
293940,NULL,0
293947,NULL,0
293951,NULL,30
293955,NULL,0
293976,NULL,5
294022,NULL,0
294033,NULL,0
294037,NULL,0
294061,NULL,0
294112,NULL,0
294142,NULL,1
294193,NULL,4
294199,NULL,1
294205,NULL,0
294213,NULL,1
294227,NULL,3
294236,NULL,0
294240,NULL,1
294271,NULL,0
294295,NULL,0
294314,NULL,4
294338,NULL,3
294343,NULL,19
294358,NULL,0
294498,NULL,0
294507,NULL,0
294552,NULL,0
294560,NULL,4
294561,NULL,0
294590,NULL,5
294620,NULL,0
294622,NULL,0
294676,NULL,0
294682,NULL,2
294694,NULL,0
294741,NULL,0
294773,NULL,0
294776,NULL,2
294800,NULL,0
294815,NULL,0
294836,NULL,0
294859,NULL,0
294907,NULL,2
294934,NULL,0
294936,NULL,0
294948,NULL,5
294949,NULL,0
294956,NULL,0
294979,NULL,0
295010,NULL,0
295028,NULL,0
295060,NULL,0
295096,NULL,1
295098,NULL,0
295114,NULL,30
295139,NULL,0
295214,NULL,0
295256,NULL,1
295281,NULL,1
295284,NULL,0
295323,NULL,1
295387,NULL,0
295411,NULL,0
295419,NULL,0
295425,NULL,0
295467,NULL,0
295506,NULL,1
295513,NULL,0
295560,NULL,0
295567,NULL,11
295578,NULL,0
295592,NULL,0
295609,NULL,0
295756,NULL,7
295804,NULL,0
295817,NULL,0
295823,NULL,7
295829,NULL,1
295863,NULL,3
295881,NULL,0
295929,NULL,0
295933,NULL,0
295972,NULL,0
295973,NULL,3
296034,NULL,0
296089,NULL,4
296101,NULL,0
296102,NULL,0
296105,NULL,2
296107,NULL,2
296119,NULL,0
296123,NULL,1
296124,NULL,2
296127,NULL,3
296129,NULL,0
296134,NULL,1
296160,NULL,0
296192,NULL,3
296207,NULL,1
296230,NULL,0
296237,NULL,2
296254,NULL,0
296291,NULL,2
296311,NULL,1
296324,NULL,0
296396,NULL,0
296402,NULL,6
296431,NULL,0
296440,NULL,4
296461,NULL,5
296473,NULL,5
296488,NULL,0
296546,NULL,0
296613,NULL,29
296644,NULL,0
296653,NULL,0
296659,NULL,2
296690,NULL,1
296697,NULL,1
296706,NULL,3
296719,NULL,0
296781,NULL,0
296782,NULL,0
296810,NULL,0
296812,NULL,2
296813,NULL,3
296817,NULL,0
296892,NULL,6
296914,NULL,0
296942,NULL,1
296956,NULL,0
296965,NULL,0
296968,NULL,4
296970,NULL,0
296995,NULL,11
296997,NULL,2
297003,NULL,0
297008,NULL,2
297022,NULL,0
297035,NULL,6
297039,NULL,0
297248,NULL,8
297287,NULL,0
297375,NULL,5
297420,NULL,0
297475,NULL,8
297494,NULL,0
297506,NULL,0
297517,NULL,0
297528,NULL,0
297572,NULL,0
297581,NULL,0
297592,NULL,0
297619,NULL,0
297628,NULL,1
297641,NULL,0
297859,NULL,0
297959,NULL,0
298004,NULL,0
298011,NULL,0
298019,NULL,2
298024,NULL,0
298058,NULL,6
298154,NULL,2
298175,NULL,0
298222,NULL,0
298231,NULL,1
298234,NULL,0
298307,NULL,0
298401,NULL,0
298424,NULL,0
298438,NULL,0
298530,NULL,0
298626,NULL,0
298685,NULL,0
298729,NULL,0
298834,NULL,0
298869,NULL,2
298948,NULL,0
298971,NULL,1
299051,NULL,3
299099,NULL,0
299194,NULL,1
299199,NULL,2
299204,NULL,1
299212,NULL,0
299250,NULL,0
299264,NULL,0
299328,NULL,0
299337,NULL,0
299359,NULL,0
299397,NULL,0
299435,NULL,0
299448,NULL,0
299562,NULL,0
299665,NULL,0
299700,NULL,0
299794,NULL,1
299833,NULL,0
299854,NULL,0
299944,NULL,0
299962,NULL,17
300034,NULL,0
300045,NULL,19
300087,NULL,0
300107,NULL,0
300116,NULL,0
300127,NULL,4
300205,NULL,1
300231,NULL,2
300259,NULL,2
300271,NULL,0
300274,NULL,0
300277,NULL,0
300322,NULL,0
300340,NULL,0
300398,NULL,0
300406,NULL,0
300533,NULL,0
300574,NULL,0
300687,NULL,0
300719,NULL,0
300902,NULL,0
300911,NULL,0
300929,NULL,0
300936,NULL,0
300945,NULL,2
300949,NULL,1
300986,NULL,0
301040,NULL,0
301042,NULL,3
301045,NULL,3
301071,NULL,0
301081,NULL,4
301087,NULL,0
301284,NULL,3
301379,NULL,0
301425,NULL,0
301467,NULL,0
301485,NULL,1
301492,NULL,0
301518,NULL,0
301563,NULL,0
301639,NULL,0
301687,NULL,3
301770,NULL,0
301785,NULL,0
301843,NULL,2
301987,NULL,0
302002,NULL,0
302100,NULL,1
302128,NULL,0
302133,NULL,0
302288,NULL,0
302357,NULL,1
302367,NULL,0
302378,NULL,0
302381,NULL,0
302501,NULL,0
302524,NULL,0
302525,NULL,1
302567,NULL,1
302585,NULL,4
302643,NULL,0
302781,NULL,4
302799,NULL,0
302854,NULL,0
302964,NULL,0
303002,NULL,0
303016,NULL,0
303081,NULL,0
303148,NULL,2
303178,NULL,0
303191,NULL,0
303215,NULL,0
303279,NULL,0
303336,NULL,0
303349,NULL,0
303358,NULL,0
303468,NULL,0
303497,NULL,0
303503,NULL,0
303509,NULL,1
303542,NULL,0
303572,NULL,0
303702,NULL,0
303738,NULL,0
303769,NULL,1
303819,NULL,0
303839,NULL,1
303853,NULL,1
303864,NULL,1
303870,NULL,0
303924,NULL,0
303937,NULL,0
303940,NULL,0
304015,NULL,0
304050,NULL,0
304104,NULL,1
304196,NULL,0
304222,NULL,0
304237,NULL,0
304346,NULL,0
304509,NULL,0
304542,NULL,0
304546,NULL,1
304589,NULL,1
304631,NULL,0
304704,NULL,0
304732,NULL,0
304746,NULL,1
304770,NULL,1
304775,NULL,0
304851,NULL,0
304856,NULL,2
304960,NULL,0
305169,NULL,0
305228,NULL,1
305290,NULL,0
305312,NULL,0
305618,NULL,1
305716,NULL,0
305717,NULL,0
305751,NULL,0
305767,NULL,0
305768,NULL,2
305866,NULL,0
305895,NULL,1
305926,NULL,0
306099,NULL,0
306164,NULL,0
306214,NULL,0
306255,NULL,1
306292,NULL,2
306353,NULL,0
306472,NULL,0
306504,NULL,0
306595,NULL,0
306739,NULL,0
306743,NULL,0
306778,NULL,0
306871,NULL,2
306987,NULL,0
306988,NULL,0
307003,NULL,16
307004,NULL,0
307015,NULL,0
307027,NULL,0
307037,NULL,0
307089,NULL,0
307125,NULL,0
307177,NULL,2
307234,NULL,0
307262,NULL,0
307269,NULL,0
307313,NULL,0
307475,NULL,0
307507,NULL,0
307528,NULL,1
307635,NULL,1
307741,NULL,1
307829,NULL,0
307860,NULL,0
308004,NULL,1
308016,NULL,0
308039,NULL,0
308055,NULL,1
308098,NULL,0
308119,NULL,1
308138,NULL,0
308189,NULL,2
308208,NULL,0
308287,NULL,20
308311,NULL,0
308457,NULL,0
308635,NULL,4
308642,NULL,0
308671,NULL,0
308736,NULL,0
308745,NULL,0
308778,NULL,0
308829,NULL,0
308840,NULL,0
308860,NULL,0
308905,NULL,0
308952,NULL,1
308994,NULL,0
309023,NULL,0
309071,NULL,0
309079,NULL,0
309089,NULL,2
309102,NULL,0
309205,NULL,2
309232,NULL,0
309296,NULL,0
309320,NULL,0
309420,NULL,1
309433,NULL,0
309435,NULL,0
309451,NULL,0
309469,NULL,0
309553,NULL,2
309572,NULL,0
309625,NULL,0
309637,NULL,0
309660,NULL,0
309880,NULL,0
309943,NULL,0
310003,NULL,0
310065,NULL,1
310238,NULL,0
310260,NULL,1
310279,NULL,1
310297,NULL,4
310366,NULL,0
310383,NULL,0
310397,NULL,0
310446,NULL,14
310593,NULL,0
310633,NULL,2
310728,NULL,5
310778,NULL,0
310793,NULL,0
310808,NULL,0
310831,NULL,1
310861,NULL,2
310878,NULL,2
310890,NULL,0
310911,NULL,1
310914,NULL,1
310933,NULL,0
310953,NULL,0
311019,NULL,0
311148,NULL,0
311170,NULL,9
311241,NULL,0
311249,NULL,0
311255,NULL,0
311267,NULL,0
311299,NULL,0
311320,NULL,0
311413,NULL,0
311560,NULL,0
311561,NULL,2
311631,NULL,0
311718,NULL,0
311729,NULL,1
311742,NULL,0
311754,NULL,0
311764,NULL,0
311800,NULL,0
311823,NULL,0
311830,NULL,0
312090,NULL,0
312105,NULL,0
312163,NULL,0
312180,NULL,0
312191,NULL,0
312267,NULL,0
312274,NULL,0
312359,NULL,9
312445,NULL,0
312457,NULL,0
312475,NULL,0
312553,NULL,0
312609,NULL,0
312619,NULL,0
312663,NULL,0
312768,NULL,0
312782,NULL,0
312858,NULL,3
312967,NULL,0
313027,NULL,1
313048,NULL,0
313057,NULL,0
313084,NULL,0
313085,NULL,0
313102,NULL,0
313260,NULL,0
313272,NULL,0
313391,NULL,0
313395,NULL,1
313428,NULL,0
313452,NULL,2
313487,NULL,1
313493,NULL,2
313638,NULL,0
313639,NULL,1
313642,NULL,0
313674,NULL,0
313716,NULL,2
313717,NULL,0
313732,NULL,0
313766,NULL,1
313831,NULL,0
313884,NULL,13
313900,NULL,0
313907,NULL,0
313912,NULL,9
313990,NULL,0
314053,NULL,0
314064,NULL,0
314112,NULL,0
314119,NULL,0
314144,NULL,0
314147,NULL,0
314217,NULL,6
314245,NULL,0
314305,NULL,0
314404,NULL,1
314415,NULL,0
314418,NULL,0
314434,NULL,0
314459,NULL,0
314539,NULL,0
314554,NULL,4
314564,NULL,0
314587,NULL,0
314628,NULL,0
314733,NULL,0
314796,NULL,0
314909,NULL,0
314918,NULL,30
315048,NULL,1
315056,NULL,0
315078,NULL,0
315136,NULL,1
315184,NULL,0
315235,NULL,0
315265,NULL,4
315296,NULL,7
315311,NULL,0
315414,NULL,0
315520,NULL,17
315583,NULL,0
315686,NULL,1
315704,NULL,0
315711,NULL,2
315770,NULL,0
315928,NULL,1
315970,NULL,0
316003,NULL,2
316093,NULL,27
316259,NULL,0
316273,NULL,0
316337,NULL,6
316428,NULL,0
316456,NULL,0
316544,NULL,0
316563,NULL,0
316628,NULL,0
316893,NULL,2
316962,NULL,0
317008,NULL,0
317062,NULL,0
317115,NULL,0
317161,NULL,0
317234,NULL,0
317248,NULL,1
317252,NULL,12
317253,NULL,0
317286,NULL,0
317419,NULL,0
317450,NULL,0
317533,NULL,0
317568,NULL,0
317593,NULL,0
317604,NULL,0
317638,NULL,1
317644,NULL,0
317748,NULL,0
317811,NULL,0
317966,NULL,0
318194,NULL,2
318260,NULL,0
318366,NULL,3
318412,NULL,0
318419,NULL,7
318431,NULL,0
318534,NULL,0
318642,NULL,0
318691,NULL,0
318772,NULL,0
318841,NULL,0
318855,NULL,0
318884,NULL,0
319091,NULL,0
319252,NULL,0
319254,NULL,0
319279,NULL,0
319280,NULL,0
319381,NULL,0
319401,NULL,0
319402,NULL,0
319448,NULL,0
319564,NULL,0
319627,NULL,0
319687,NULL,1
319759,NULL,0
319894,NULL,0
319947,NULL,0
320074,NULL,0
320162,NULL,4
320177,NULL,1
320204,NULL,0
320283,NULL,0
320429,NULL,0
320574,NULL,0
320578,NULL,0
320597,NULL,14
320651,NULL,0
320719,NULL,1
320820,NULL,0
320910,NULL,1
320978,NULL,0
321081,NULL,3
321115,NULL,0
321287,NULL,0
321391,NULL,0
321414,NULL,0
321420,NULL,4
321539,NULL,0
321582,NULL,0
321719,NULL,0
321776,NULL,0
321796,NULL,0
321891,NULL,0
322196,NULL,0
322418,NULL,0
322426,NULL,0
322481,NULL,0
322483,NULL,1
322546,NULL,2
322547,NULL,0
322768,NULL,0
322776,NULL,0
322830,NULL,0
322886,NULL,1
322943,NULL,4
323046,NULL,0
323156,NULL,0
323210,NULL,0
323226,NULL,1
323278,NULL,2
323297,NULL,0
323341,NULL,0
323431,NULL,0
323439,NULL,0
323476,NULL,0
323478,NULL,0
323543,NULL,2
323570,NULL,0
323631,NULL,0
323634,NULL,0
323673,NULL,0
323693,NULL,0
323763,NULL,0
323927,NULL,0
324068,NULL,4
324109,NULL,0
324160,NULL,0
324233,NULL,2
324286,NULL,0
324335,NULL,0
324343,NULL,0
324390,NULL,0
324397,NULL,0
324412,NULL,0
324442,NULL,1
324449,NULL,0
324480,NULL,0
324484,NULL,0
324551,NULL,1
324573,NULL,0
324581,NULL,0
324595,NULL,1
324643,NULL,1
324784,NULL,0
324829,NULL,0
324834,NULL,1
324862,NULL,4
324876,NULL,0
324903,NULL,0
324946,NULL,30
325038,NULL,0
325105,NULL,0
325133,NULL,0
325136,NULL,0
325221,NULL,0
325222,NULL,0
325250,NULL,0
325275,NULL,0
325393,NULL,2
325492,NULL,0
325856,NULL,0
325958,NULL,3
326046,NULL,0
326082,NULL,0
326083,NULL,0
326092,NULL,1
326096,NULL,1
326126,NULL,0
326190,NULL,0
326217,NULL,0
326231,NULL,0
326241,NULL,9
326556,NULL,0
326576,NULL,0
326761,NULL,1
326808,NULL,0
326831,NULL,0
327020,NULL,0
327093,NULL,1
327189,NULL,0
327200,NULL,3
327235,NULL,3
327270,NULL,0
327310,NULL,2
327462,NULL,1
327618,NULL,4
327697,NULL,0
327787,NULL,0
327935,NULL,0
327943,NULL,0
327987,NULL,0
328020,NULL,0
328067,NULL,20
328180,NULL,3
328185,NULL,1
328218,NULL,0
328305,NULL,0
328429,NULL,0
328549,NULL,0
328566,NULL,0
328607,NULL,0
328665,NULL,4
328788,NULL,3
328836,NULL,0
328853,NULL,0
328941,NULL,1
328958,NULL,0
329046,NULL,0
329150,NULL,0
329281,NULL,0
329309,NULL,0
329360,NULL,0
329366,NULL,0
329557,NULL,1
329717,NULL,0
329771,NULL,0
329828,NULL,2
329880,NULL,0
329890,NULL,0
329909,NULL,0
329934,NULL,0
329984,NULL,0
330045,NULL,0
330058,NULL,0
330071,NULL,3
330074,NULL,24
330137,NULL,0
330146,NULL,5
330150,NULL,0
330170,NULL,0
330251,NULL,0
330261,NULL,0
330284,NULL,0
330297,NULL,10
330304,NULL,0
330530,NULL,0
330675,NULL,2
330757,NULL,0
330782,NULL,0
330862,NULL,0
331120,NULL,0
331267,NULL,0
331271,NULL,0
331341,NULL,0
331389,NULL,0
331394,NULL,0
331430,NULL,1
331468,NULL,0
331506,NULL,0
331534,NULL,1
331608,NULL,0
331693,NULL,0
331694,NULL,0
331821,NULL,0
331872,NULL,3
331906,NULL,0
331922,NULL,0
331925,NULL,0
331968,NULL,0
331985,NULL,0
332032,NULL,4
332244,NULL,0
332256,NULL,0
332257,NULL,2
332284,NULL,0
332318,NULL,0
332348,NULL,0
332384,NULL,0
332489,NULL,0
332499,NULL,0
332505,NULL,0
332585,NULL,0
332599,NULL,1
332637,NULL,0
332647,NULL,0
332695,NULL,0
332741,NULL,0
332878,NULL,0
332880,NULL,0
332996,NULL,0
333064,NULL,0
333104,NULL,0
333153,NULL,0
333415,NULL,0
333488,NULL,0
333565,NULL,0
333566,NULL,4
333572,NULL,0
333649,NULL,0
333694,NULL,0
333705,NULL,0
333749,NULL,27
333799,NULL,0
333828,NULL,0
333831,NULL,1
333832,NULL,1
333836,NULL,1
333870,NULL,0
333875,NULL,0
334098,NULL,1
334108,NULL,3
334125,NULL,0
334131,NULL,0
334315,NULL,0
334367,NULL,0
334389,NULL,1
334392,NULL,0
334631,NULL,0
334688,NULL,6
334839,NULL,0
334846,NULL,0
334910,NULL,0
334919,NULL,0
334935,NULL,0
334946,NULL,0
334977,NULL,0
334981,NULL,0
335020,NULL,1
335199,NULL,0
335556,NULL,7
335586,NULL,3
335626,NULL,0
335656,NULL,30
335661,NULL,0
335707,NULL,1
335998,NULL,0
336022,NULL,2
336154,NULL,0
336176,NULL,0
336191,NULL,0
336297,NULL,0
336344,NULL,0
336370,NULL,0
336447,NULL,5
336456,NULL,0
336470,NULL,0
336789,NULL,0
336864,NULL,3
336940,NULL,0
337022,NULL,6
337031,NULL,0
337062,NULL,1
337081,NULL,0
337111,NULL,0
337132,NULL,1
337139,NULL,0
337144,NULL,15
337180,NULL,1
337191,NULL,0
337293,NULL,0
337297,NULL,0
337349,NULL,0
337395,NULL,2
337417,NULL,1
337520,NULL,1
337556,NULL,28
337582,NULL,0
337596,NULL,0
337692,NULL,0
337693,NULL,1
337697,NULL,1
337700,NULL,0
337818,NULL,0
337873,NULL,0
337925,NULL,0
337982,NULL,1
337985,NULL,0
338001,NULL,0
338084,NULL,0
338128,NULL,0
338140,NULL,0
338176,NULL,0
338346,NULL,0
338406,NULL,0
338539,NULL,1
338556,NULL,0
338572,NULL,3
338610,NULL,0
338613,NULL,0
338620,NULL,0
338629,NULL,0
338653,NULL,0
338719,NULL,0
338750,NULL,0
338771,NULL,0
338825,NULL,0
338873,NULL,1
338952,NULL,4
338993,NULL,1
338997,NULL,0
339048,NULL,0
339060,NULL,0
339178,NULL,0
339245,NULL,0
339247,NULL,7
339333,NULL,2
339385,NULL,0
339431,NULL,0
339457,NULL,0
339592,NULL,0
339675,NULL,0
339721,NULL,0
339842,NULL,3
339848,NULL,0
339893,NULL,0
339940,NULL,0
339966,NULL,0
340123,NULL,0
340250,NULL,4
340331,NULL,8
340405,NULL,1
340426,NULL,0
340474,NULL,0
340510,NULL,0
340546,NULL,0
340547,NULL,0
340602,NULL,2
340703,NULL,1
340753,NULL,0
340758,NULL,1
340911,NULL,1
340927,NULL,0
340935,NULL,4
340989,NULL,0
341055,NULL,0
341062,NULL,0
341067,NULL,0
341098,NULL,1
341171,NULL,0
341189,NULL,0
341270,NULL,0
341335,NULL,1
341362,NULL,0
341405,NULL,0
341409,NULL,0
341412,NULL,0
341481,NULL,0
341706,NULL,1
341710,NULL,0
341732,NULL,0
341764,NULL,0
341865,NULL,12
341941,NULL,22
342007,NULL,12
342056,NULL,0
342059,NULL,2
342249,NULL,0
342268,NULL,2
342393,NULL,0
342418,NULL,0
342475,NULL,0
342516,NULL,0
342574,NULL,1
342611,NULL,0
342738,NULL,0
342793,NULL,0
342844,NULL,1
342896,NULL,0
343001,NULL,22
343058,NULL,0
343094,NULL,0
343143,NULL,0
343190,NULL,2
343192,NULL,1
343226,NULL,0
343239,NULL,1
343243,NULL,0
343278,NULL,0
343379,NULL,1
343457,NULL,0
343463,NULL,0
343468,NULL,5
343478,NULL,1
343516,NULL,1
343534,NULL,2
343540,NULL,0
343602,NULL,0
343603,NULL,0
343604,NULL,15
343646,NULL,4
343661,NULL,0
343736,NULL,1
343761,NULL,1
343772,NULL,2
