user_id,sum(streak_frozen),max(streak_length)
7548,NULL,0
7620,NULL,8
7649,NULL,0
7665,NULL,0
7696,NULL,0
7898,NULL,1
7900,NULL,0
7955,NULL,2
8016,NULL,0
8156,NULL,0
8223,NULL,0
8594,NULL,0
8835,NULL,0
8974,NULL,0
9188,NULL,0
9305,NULL,4
9380,NULL,1
9446,NULL,4
9666,NULL,2
9703,NULL,0
9734,NULL,0
9813,NULL,0
9815,NULL,0
9845,NULL,6
10131,NULL,1
10242,NULL,2
10353,NULL,0
10505,NULL,1
10549,NULL,0
10699,NULL,0
10905,NULL,1
11002,NULL,0
11070,NULL,0
11353,NULL,0
11361,NULL,0
11365,NULL,1
11444,NULL,0
11459,NULL,0
11680,NULL,0
11709,NULL,0
11711,NULL,0
11808,NULL,3
11937,NULL,0
12205,NULL,2
12237,NULL,0
12530,NULL,0
12623,NULL,5
12897,NULL,0
12930,NULL,4
13282,NULL,0
13290,NULL,2
13296,NULL,2
13695,NULL,1
14290,NULL,0
14470,NULL,0
14514,NULL,0
14825,NULL,6
14887,NULL,0
15120,NULL,0
15363,NULL,0
15772,NULL,0
16257,NULL,0
16647,NULL,3
16668,NULL,30
16774,NULL,0
16979,NULL,3
17358,NULL,0
17535,NULL,0
17562,NULL,0
17598,NULL,1
17987,NULL,0
18314,NULL,1
18396,NULL,3
18462,NULL,0
18531,NULL,0
18533,NULL,2
18688,NULL,0
19074,NULL,0
19124,NULL,0
19193,NULL,0
19389,NULL,0
19665,NULL,0
20435,NULL,0
21464,NULL,3
21603,NULL,2
21801,NULL,1
22887,NULL,1
22980,NULL,0
23292,NULL,0
23791,NULL,0
24540,NULL,0
24664,NULL,1
24687,NULL,2
24762,NULL,2
24924,NULL,0
25507,NULL,1
25813,NULL,3
26671,NULL,0
27160,NULL,3
27180,NULL,3
27453,NULL,0
28552,NULL,0
29545,NULL,0
29758,NULL,0
30067,NULL,1
30206,NULL,0
31411,NULL,0
33912,NULL,1
34121,NULL,0
34172,NULL,1
39112,NULL,0
39164,NULL,30
39432,NULL,0
39492,NULL,1
39563,NULL,2
39688,NULL,0
40867,NULL,2
42005,NULL,1
42325,NULL,0
43005,NULL,0
43604,NULL,0
43915,NULL,0
44058,NULL,1
45585,NULL,0
46615,NULL,0
47417,NULL,0
50044,NULL,0
52707,NULL,2
53434,NULL,5
55068,NULL,0
55809,NULL,3
56469,NULL,0
57613,NULL,0
58212,NULL,0
58456,NULL,0
58554,NULL,0
59568,NULL,30
60906,NULL,0
62735,NULL,0
63294,NULL,2
63561,NULL,0
64065,NULL,1
66341,NULL,0
67232,NULL,0
71288,NULL,0
71856,NULL,1
72623,NULL,0
72734,NULL,0
73520,NULL,1
74935,NULL,1
77476,NULL,1
79427,NULL,0
79707,NULL,0
83266,NULL,0
84350,NULL,0
84641,NULL,3
84941,NULL,0
86291,NULL,1
89036,NULL,3
89305,NULL,6
89663,NULL,0
91392,NULL,0
93060,NULL,0
94711,NULL,0
95433,NULL,0
97683,NULL,0
98065,NULL,2
100706,NULL,3
101799,NULL,0
102378,NULL,2
103808,NULL,0
104765,NULL,0
105128,NULL,0
105156,NULL,15
105476,NULL,0
106376,NULL,0
109066,NULL,0
110261,NULL,0
110312,NULL,0
113425,NULL,1
113542,NULL,2
114288,NULL,0
115019,NULL,0
115283,NULL,0
115657,NULL,1
116991,NULL,3
117652,NULL,0
117784,NULL,0
119430,NULL,0
120122,NULL,0
121807,NULL,0
123128,NULL,3
124153,NULL,0
125191,NULL,1
126406,NULL,0
127746,NULL,0
127758,NULL,0
128082,NULL,0
129101,NULL,0
129608,NULL,1
131201,NULL,0
131373,NULL,0
132742,NULL,0
133023,NULL,1
133531,NULL,0
134543,NULL,0
134749,NULL,0
135321,NULL,0
136313,NULL,0
136851,NULL,2
136857,NULL,0
137389,NULL,2
137618,NULL,6
138226,NULL,0
138534,NULL,0
138881,NULL,0
138937,NULL,0
139170,NULL,0
139247,NULL,1
139273,NULL,0
139592,NULL,0
140692,NULL,0
142591,NULL,0
142814,NULL,1
143002,NULL,2
143392,NULL,0
143407,NULL,1
143505,NULL,0
143599,NULL,0
143709,NULL,0
143785,NULL,1
143982,NULL,0
143992,NULL,0
144023,NULL,2
144164,NULL,2
144317,NULL,0
144381,NULL,0
144473,NULL,0
144498,NULL,0
144682,NULL,2
144810,NULL,0
144951,NULL,1
145185,NULL,0
145472,NULL,1
145754,NULL,7
145774,NULL,0
145793,NULL,0
145813,NULL,2
146030,NULL,0
146149,NULL,0
146220,NULL,1
146349,NULL,1
146397,NULL,0
146399,NULL,0
146447,NULL,0
146503,NULL,0
146514,NULL,2
146568,NULL,0
146603,NULL,7
146760,NULL,0
146801,NULL,0
146968,NULL,1
146990,NULL,1
147032,NULL,0
147038,NULL,11
147087,NULL,1
147197,NULL,0
147469,NULL,1
147618,NULL,0
147625,NULL,0
147766,NULL,0
147941,NULL,0
147993,NULL,0
148467,NULL,0
148490,NULL,0
148561,NULL,0
148652,NULL,0
148755,NULL,2
148785,NULL,0
148939,NULL,0
149118,NULL,0
149213,NULL,0
149472,NULL,12
149566,NULL,0
149576,NULL,1
149601,NULL,30
149787,NULL,3
149815,NULL,2
149960,NULL,1
150117,NULL,0
150157,NULL,0
150301,NULL,0
150557,NULL,0
150772,NULL,0
150823,NULL,1
151041,NULL,0
151271,NULL,0
151279,NULL,0
151502,NULL,0
151663,NULL,0
151694,NULL,8
152138,NULL,1
152211,NULL,1
152422,NULL,0
152438,NULL,0
152692,NULL,0
152781,NULL,0
152896,NULL,0
153059,NULL,0
153351,NULL,0
153357,NULL,0
153509,NULL,0
153726,NULL,0
153897,NULL,0
153930,NULL,0
154100,NULL,0
154242,NULL,0
154458,NULL,1
155280,NULL,1
155342,NULL,4
155640,NULL,2
156038,NULL,7
156171,NULL,0
156182,NULL,1
156183,NULL,3
156206,NULL,2
156218,NULL,0
156306,NULL,0
156429,NULL,1
156467,NULL,0
156541,NULL,0
156542,NULL,0
156587,NULL,1
156607,NULL,1
156660,NULL,1
156680,NULL,0
156753,NULL,1
156776,NULL,0
157144,NULL,17
157218,NULL,1
157226,NULL,0
157370,NULL,0
157502,NULL,0
157594,NULL,1
157687,NULL,0
157722,NULL,1
157791,NULL,2
157976,NULL,0
158823,NULL,0
159071,NULL,3
159105,NULL,0
159186,NULL,5
159195,NULL,0
159239,NULL,1
159338,NULL,0
159370,NULL,6
159634,NULL,0
159975,NULL,0
160196,NULL,0
160346,NULL,0
160366,NULL,0
160493,NULL,0
161070,NULL,0
161125,NULL,0
161338,NULL,12
161346,NULL,0
161426,NULL,0
161470,NULL,2
161471,NULL,0
161480,NULL,0
161539,NULL,0
161640,NULL,0
161693,NULL,13
161742,NULL,0
161785,NULL,0
162012,NULL,0
162032,NULL,0
162037,NULL,0
162287,NULL,1
162491,NULL,0
162858,NULL,0
162998,NULL,0
163102,NULL,0
163108,NULL,0
163143,NULL,2
163413,NULL,0
163436,NULL,0
163682,NULL,0
163914,NULL,0
164059,NULL,0
164222,NULL,1
164442,NULL,1
164842,NULL,3
164904,NULL,0
164930,NULL,0
165026,NULL,2
165051,NULL,0
165077,NULL,2
165374,NULL,8
165472,NULL,0
165801,NULL,0
165881,NULL,0
165955,NULL,4
166037,NULL,1
166070,NULL,4
166225,NULL,3
166526,NULL,0
166675,NULL,1
167101,NULL,0
167169,NULL,0
167251,NULL,0
167253,NULL,0
167456,NULL,0
168573,NULL,1
168785,NULL,0
168955,NULL,0
169187,NULL,0
169478,NULL,0
169524,NULL,0
169642,NULL,0
169768,NULL,0
169966,NULL,1
169991,NULL,0
170278,NULL,0
170343,NULL,0
170724,NULL,0
170905,NULL,0
171006,NULL,0
171275,NULL,2
171339,NULL,3
171349,NULL,4
171397,NULL,1
171402,NULL,0
171448,NULL,1
171464,NULL,0
171571,NULL,0
171705,NULL,0
171760,NULL,4
172161,NULL,2
172173,NULL,0
172180,NULL,0
172218,NULL,1
172225,NULL,0
172289,NULL,0
172440,NULL,1
172441,NULL,1
172804,NULL,0
172808,NULL,0
172867,NULL,0
172870,NULL,1
172887,NULL,0
173105,NULL,30
173212,NULL,0
173243,NULL,0
173337,NULL,0
173342,NULL,0
173561,NULL,23
173584,NULL,3
173857,NULL,0
174071,NULL,1
174647,NULL,0
175064,NULL,1
175140,NULL,0
175156,NULL,0
175260,NULL,0
175300,NULL,2
175519,NULL,11
175723,NULL,0
175955,NULL,1
175959,NULL,0
175978,NULL,1
176212,NULL,0
176215,NULL,0
176344,NULL,0
176396,NULL,12
177134,NULL,1
177202,NULL,0
177359,NULL,0
177432,NULL,0
177471,NULL,0
177524,NULL,0
177554,NULL,0
177665,NULL,0
178111,NULL,4
178120,NULL,0
178762,NULL,0
178994,NULL,1
179103,NULL,1
179127,NULL,0
179203,NULL,7
179405,NULL,0
179664,NULL,0
179781,NULL,0
179785,NULL,0
180021,NULL,1
180088,NULL,1
180282,NULL,0
180288,NULL,10
180345,NULL,0
180637,NULL,0
181440,NULL,2
181618,NULL,0
181620,NULL,1
181776,NULL,9
181830,NULL,0
182131,NULL,0
182149,NULL,0
182248,NULL,0
182377,NULL,0
182414,NULL,4
182512,NULL,9
182591,NULL,4
182636,NULL,0
182897,NULL,1
183269,NULL,0
183318,NULL,0
183419,NULL,3
183582,NULL,0
183867,NULL,5
183901,NULL,5
183924,NULL,3
183930,NULL,1
184370,NULL,2
184988,NULL,0
185019,NULL,0
185764,NULL,1
185766,NULL,0
185848,NULL,0
185851,NULL,22
185973,NULL,0
185981,NULL,0
186061,NULL,1
186186,NULL,1
186913,NULL,0
186915,NULL,3
186953,NULL,0
187039,NULL,0
187110,NULL,0
187355,NULL,0
187632,NULL,0
187901,NULL,0
188112,NULL,0
188136,NULL,0
188397,NULL,0
188441,NULL,0
188449,NULL,0
188716,NULL,12
190596,NULL,0
190773,NULL,0
190801,NULL,0
190803,NULL,8
190825,NULL,0
191091,NULL,0
191107,NULL,0
191403,NULL,0
191522,NULL,0
191589,NULL,4
192018,NULL,0
192115,NULL,1
192293,NULL,2
192453,NULL,0
192554,NULL,0
192722,NULL,2
192890,NULL,0
192899,NULL,0
193264,NULL,0
193359,NULL,0
193456,NULL,4
194043,NULL,7
194135,NULL,8
194950,NULL,0
194993,NULL,0
195144,NULL,0
195307,NULL,0
195443,NULL,0
195679,NULL,0
195830,NULL,1
195869,NULL,0
196154,NULL,3
196268,NULL,0
196728,NULL,0
196733,NULL,1
196968,NULL,1
197200,NULL,0
197262,NULL,3
197346,NULL,2
197505,NULL,1
197785,NULL,0
198179,NULL,5
198723,NULL,0
198890,NULL,0
198958,NULL,2
199013,NULL,0
199325,NULL,0
199699,NULL,0
199756,NULL,3
199772,NULL,0
200091,NULL,0
200829,NULL,0
201059,NULL,0
201066,NULL,0
201470,NULL,0
202070,NULL,11
202387,NULL,0
202661,NULL,1
203499,NULL,0
203780,NULL,0
203853,NULL,1
204374,NULL,0
204926,NULL,0
205099,NULL,0
205122,NULL,0
205148,NULL,0
205163,NULL,0
205607,NULL,0
205631,NULL,0
206068,NULL,1
206153,NULL,0
206754,NULL,1
206925,NULL,3
207519,NULL,0
207737,NULL,1
207887,NULL,0
208408,NULL,2
208428,NULL,0
208451,NULL,2
208967,NULL,1
209054,NULL,3
209351,NULL,1
209515,NULL,2
209960,NULL,1
210165,NULL,0
210318,NULL,2
210367,NULL,0
210377,NULL,1
210670,NULL,30
210961,NULL,1
210994,NULL,0
211129,NULL,20
211139,NULL,1
211418,NULL,0
211603,NULL,3
211723,NULL,0
211837,NULL,0
211970,NULL,0
212597,NULL,0
213109,NULL,0
213198,NULL,1
213598,NULL,0
213887,NULL,3
213972,NULL,1
214254,NULL,0
215160,NULL,0
215191,NULL,0
215310,NULL,0
216102,NULL,0
216187,NULL,0
216352,NULL,0
216394,NULL,1
216478,NULL,26
216694,NULL,2
216760,NULL,1
217593,NULL,1
217601,NULL,0
217654,NULL,0
217990,NULL,0
218048,NULL,4
218237,NULL,1
218516,NULL,0
218699,NULL,3
218958,NULL,0
219488,NULL,30
220700,NULL,1
221066,NULL,0
221417,NULL,0
221756,NULL,1
221898,NULL,1
221922,NULL,0
222290,NULL,0
222355,NULL,1
223219,NULL,0
223510,NULL,30
223701,NULL,0
223708,NULL,0
223991,NULL,0
224264,NULL,8
224451,NULL,0
224699,NULL,1
224777,NULL,4
224800,NULL,2
225011,NULL,1
225037,NULL,1
225103,NULL,0
225106,NULL,0
225335,NULL,0
225504,NULL,0
225771,NULL,0
226116,NULL,0
226252,NULL,0
226603,NULL,0
226611,NULL,0
226612,NULL,21
226623,NULL,0
226752,NULL,0
226865,NULL,0
227039,NULL,1
227047,NULL,0
227387,NULL,0
227453,NULL,0
227538,NULL,1
227603,NULL,0
227645,NULL,0
227711,NULL,0
227881,NULL,0
228081,NULL,0
228175,NULL,1
228202,NULL,25
228391,NULL,0
228416,NULL,0
228432,NULL,1
228466,NULL,0
228826,NULL,0
228843,NULL,0
229324,NULL,0
229409,NULL,0
229699,NULL,4
230033,NULL,1
230052,NULL,5
230140,NULL,1
230273,NULL,30
230326,NULL,1
230333,NULL,1
230440,NULL,0
230894,NULL,6
231164,NULL,1
231449,NULL,0
231730,NULL,0
232006,NULL,1
232302,NULL,0
232451,NULL,0
232527,NULL,0
232801,NULL,0
233048,NULL,0
233162,NULL,0
233324,NULL,6
233588,NULL,1
233619,NULL,2
233714,NULL,0
233857,NULL,0
233867,NULL,0
234161,NULL,0
234162,NULL,6
234386,NULL,0
234437,NULL,6
234748,NULL,0
235095,NULL,30
235168,NULL,3
235321,NULL,0
235442,NULL,1
235548,NULL,0
235790,NULL,0
235980,NULL,0
236073,NULL,0
236081,NULL,0
236150,NULL,0
236414,NULL,2
236417,NULL,0
236455,NULL,1
236728,NULL,1
236984,NULL,0
237135,NULL,0
237600,NULL,0
237636,NULL,0
237645,NULL,1
238112,NULL,0
238128,NULL,0
238155,NULL,0
238170,NULL,0
238231,NULL,2
238468,NULL,0
238494,NULL,0
238593,NULL,0
238602,NULL,0
238650,NULL,0
238800,NULL,4
238821,NULL,0
238885,NULL,1
239022,NULL,2
239092,NULL,0
239459,NULL,0
239545,NULL,0
239680,NULL,2
240194,NULL,1
240248,NULL,0
240591,NULL,1
241004,NULL,0
241036,NULL,1
241407,NULL,0
241456,NULL,0
241487,NULL,0
241736,NULL,1
242014,NULL,8
242021,NULL,0
242205,NULL,2
242515,NULL,6
242698,NULL,30
242776,NULL,4
242790,NULL,1
243026,NULL,0
243042,NULL,0
244031,NULL,6
244058,NULL,0
244135,NULL,22
244319,NULL,0
244595,NULL,0
244690,NULL,0
244830,NULL,1
244886,NULL,8
245137,NULL,1
245223,NULL,0
245451,NULL,1
245569,NULL,0
245755,NULL,0
246062,NULL,0
246156,NULL,0
246328,NULL,2
246426,NULL,0
246726,NULL,0
246828,NULL,0
246855,NULL,0
246879,NULL,0
247283,NULL,0
247618,NULL,0
247713,NULL,2
247790,NULL,0
247838,NULL,2
247966,NULL,0
248447,NULL,1
248485,NULL,0
248535,NULL,8
248587,NULL,1
248647,NULL,6
248835,NULL,0
248871,NULL,0
248969,NULL,4
248992,NULL,0
249314,NULL,0
249318,NULL,0
249381,NULL,0
249503,NULL,4
249600,NULL,0
249905,NULL,1
250386,NULL,1
250476,NULL,0
250924,NULL,0
251239,NULL,0
251555,NULL,1
252200,NULL,1
252262,NULL,0
252339,NULL,0
252538,NULL,0
252552,NULL,0
252678,NULL,8
252685,NULL,1
252825,NULL,0
253080,NULL,0
253156,NULL,0
253303,NULL,1
253772,NULL,4
253829,NULL,10
253831,NULL,0
253948,NULL,0
254092,NULL,3
254127,NULL,0
254249,NULL,0
254285,NULL,0
254310,NULL,5
254331,NULL,0
254337,NULL,1
254367,NULL,0
254378,NULL,0
254428,NULL,0
254432,NULL,1
254452,NULL,0
254467,NULL,1
254505,NULL,0
254527,NULL,0
254567,NULL,0
254571,NULL,0
254603,NULL,0
254605,NULL,3
254672,NULL,3
254676,NULL,0
254677,NULL,0
254697,NULL,0
254713,NULL,10
254720,NULL,1
254746,NULL,0
254845,NULL,0
254875,NULL,1
254881,NULL,0
254882,NULL,0
254919,NULL,0
254935,NULL,0
254947,NULL,0
255016,NULL,4
255031,NULL,0
255059,NULL,0
255123,NULL,2
255149,NULL,0
255218,NULL,0
255220,NULL,5
255251,NULL,0
255257,NULL,2
255271,NULL,0
255296,NULL,12
255341,NULL,0
255342,NULL,0
255377,NULL,0
255393,NULL,0
255396,NULL,3
255409,NULL,0
255486,NULL,0
255534,NULL,0
255563,NULL,0
255668,NULL,2
255827,NULL,0
256405,NULL,0
256539,NULL,0
256779,NULL,3
256834,NULL,0
256838,NULL,0
256970,NULL,0
257151,NULL,0
257254,NULL,1
257415,NULL,0
257532,NULL,0
257560,NULL,0
257729,NULL,0
257828,NULL,0
258046,NULL,0
258137,NULL,1
258141,NULL,0
258201,NULL,2
258279,NULL,0
258301,NULL,0
258311,NULL,1
258321,NULL,20
258373,NULL,0
258495,NULL,0
258561,NULL,0
258581,NULL,0
258710,NULL,0
258722,NULL,0
258784,NULL,0
258800,NULL,1
258818,NULL,0
258843,NULL,5
258908,NULL,0
258933,NULL,2
258970,NULL,0
259054,NULL,0
259283,NULL,0
259308,NULL,0
259316,NULL,0
259393,NULL,0
259533,NULL,0
259657,NULL,2
259684,NULL,0
259905,NULL,0
259952,NULL,0
260173,NULL,0
260295,NULL,4
260329,NULL,0
260345,NULL,7
260465,NULL,2
260549,NULL,0
260646,NULL,3
260702,NULL,0
260754,NULL,1
260809,NULL,0
260813,NULL,4
260815,NULL,0
260861,NULL,0
260891,NULL,3
260910,NULL,4
260915,NULL,0
260916,NULL,1
260929,NULL,0
260980,NULL,22
261019,NULL,0
261132,NULL,3
261171,NULL,6
261239,NULL,1
261367,NULL,0
261390,NULL,2
261393,NULL,1
261417,NULL,0
261446,NULL,0
261449,NULL,2
261552,NULL,5
261567,NULL,0
261626,NULL,1
261644,NULL,0
261647,NULL,0
261658,NULL,0
261674,NULL,1
261681,NULL,0
261682,NULL,4
261692,NULL,0
261693,NULL,5
261758,NULL,21
261810,NULL,1
261813,NULL,2
261817,NULL,0
261820,NULL,0
261895,NULL,6
261972,NULL,2
262073,NULL,0
262112,NULL,2
262246,NULL,0
262273,NULL,1
262459,NULL,6
262569,NULL,0
262580,NULL,12
262585,NULL,1
262634,NULL,3
262641,NULL,2
262761,NULL,2
262778,NULL,0
262814,NULL,0
262955,NULL,1
262999,NULL,0
263076,NULL,2
263120,NULL,1
263162,NULL,0
263204,NULL,0
263293,NULL,7
263321,NULL,0
263338,NULL,3
263438,NULL,7
263456,NULL,0
263496,NULL,0
263519,NULL,2
263546,NULL,21
263579,NULL,10
263648,NULL,2
263672,NULL,0
263759,NULL,0
263783,NULL,2
263825,NULL,0
263886,NULL,0
264012,NULL,0
264079,NULL,1
264081,NULL,0
264130,NULL,0
264131,NULL,0
264146,NULL,17
264158,NULL,0
264306,NULL,0
264425,NULL,1
264447,NULL,0
264684,NULL,0
264723,NULL,0
264845,NULL,0
265076,NULL,0
265092,NULL,0
265120,NULL,0
265130,NULL,1
265218,NULL,0
265260,NULL,0
265302,NULL,0
265337,NULL,0
265343,NULL,1
265363,NULL,0
265449,NULL,0
265462,NULL,0
265489,NULL,0
265519,NULL,1
265588,NULL,6
265685,NULL,17
265758,NULL,2
265762,NULL,0
265825,NULL,0
266001,NULL,2
266003,NULL,0
266012,NULL,0
266014,NULL,0
266057,NULL,0
266340,NULL,2
266410,NULL,2
266412,NULL,0
266548,NULL,0
266743,NULL,0
266766,NULL,3
267064,NULL,2
267195,NULL,0
267488,NULL,0
267686,NULL,0
267824,NULL,2
267878,NULL,0
267898,NULL,0
267916,NULL,4
267959,NULL,0
268053,NULL,0
268178,NULL,0
268242,NULL,1
268262,NULL,0
268287,NULL,3
268326,NULL,0
268331,NULL,1
268353,NULL,0
268357,NULL,2
268366,NULL,0
268373,NULL,0
268374,NULL,0
268389,NULL,0
268465,NULL,0
268510,NULL,0
268516,NULL,1
268553,NULL,0
268584,NULL,2
268616,NULL,3
268643,NULL,0
268714,NULL,0
268715,NULL,0
268765,NULL,0
268792,NULL,0
268799,NULL,4
268811,NULL,1
268897,NULL,0
268926,NULL,8
268962,NULL,0
268965,NULL,1
268984,NULL,2
268997,NULL,1
269003,NULL,1
269016,NULL,0
269027,NULL,0
269038,NULL,1
269040,NULL,3
269054,NULL,0
269130,NULL,1
269178,NULL,0
269204,NULL,1
269289,NULL,0
269293,NULL,1
269323,NULL,0
269336,NULL,0
269373,NULL,1
269418,NULL,0
269452,NULL,1
269518,NULL,0
269519,NULL,2
269534,NULL,0
269660,NULL,3
269697,NULL,0
269769,NULL,1
269847,NULL,0
269937,NULL,1
269959,NULL,3
269990,NULL,0
270095,NULL,0
270135,NULL,3
270188,NULL,0
270193,NULL,1
270216,NULL,0
270263,NULL,1
270339,NULL,0
270474,NULL,1
270606,NULL,1
270607,NULL,2
270616,NULL,0
270671,NULL,1
270674,NULL,0
270675,NULL,1
270738,NULL,2
270877,NULL,0
270928,NULL,0
270930,NULL,2
270993,NULL,3
271015,NULL,4
271114,NULL,0
271125,NULL,0
271154,NULL,7
271185,NULL,1
271192,NULL,0
271257,NULL,8
271286,NULL,0
271326,NULL,0
271371,NULL,0
271508,NULL,0
271519,NULL,4
271603,NULL,0
271648,NULL,0
271752,NULL,0
271761,NULL,15
271764,NULL,0
271841,NULL,2
271903,NULL,0
271925,NULL,1
271931,NULL,0
271950,NULL,5
272029,NULL,1
272050,NULL,0
272058,NULL,0
272063,NULL,7
272098,NULL,0
272123,NULL,4
272186,NULL,23
272261,NULL,0
272283,NULL,0
272388,NULL,0
272452,NULL,2
272510,NULL,30
272596,NULL,5
272755,NULL,3
272830,NULL,0
272838,NULL,0
272861,NULL,0
272905,NULL,0
272909,NULL,1
272923,NULL,3
272965,NULL,1
272998,NULL,0
273060,NULL,4
273126,NULL,2
273136,NULL,2
273214,NULL,0
273235,NULL,2
273256,NULL,0
273300,NULL,0
273303,NULL,4
273323,NULL,0
273351,NULL,0
273375,NULL,0
273499,NULL,0
273630,NULL,1
273687,NULL,0
273784,NULL,0
273799,NULL,0
273846,NULL,1
273936,NULL,0
273960,NULL,1
273992,NULL,0
274035,NULL,0
274057,NULL,1
274127,NULL,1
274273,NULL,0
274308,NULL,0
274354,NULL,0
274532,NULL,6
274536,NULL,2
274552,NULL,0
274564,NULL,0
274572,NULL,5
274611,NULL,1
274630,NULL,7
274652,NULL,0
274662,NULL,0
274699,NULL,0
274825,NULL,4
274861,NULL,15
274877,NULL,2
274994,NULL,1
275045,NULL,11
275092,NULL,2
275093,NULL,6
275126,NULL,0
275132,NULL,5
275158,NULL,0
275165,NULL,6
275189,NULL,8
275215,NULL,3
275246,NULL,0
275253,NULL,0
275277,NULL,1
275291,NULL,0
275302,NULL,0
275412,NULL,1
275430,NULL,4
275442,NULL,0
275445,NULL,1
275449,NULL,4
275457,NULL,3
275461,NULL,0
275505,NULL,0
275518,NULL,0
275529,NULL,0
275552,NULL,0
275566,NULL,0
275583,NULL,5
275589,NULL,0
275637,NULL,0
275644,NULL,0
275655,NULL,0
275669,NULL,1
275754,NULL,1
275757,NULL,0
275786,NULL,0
275838,NULL,0
275938,NULL,1
276095,NULL,0
276104,NULL,2
